Seconds,Time,R-R
64855.676,5:57:27 PM,1.274
64856.91,5:57:28 PM,1.234
64858.094,5:57:29 PM,1.184
64859.344,5:57:31 PM,1.25
64860.555,5:57:32 PM,1.211
64861.797,5:57:33 PM,1.242
64863.03,5:57:34 PM,1.233
64864.23,5:57:35 PM,1.2
64865.43,5:57:37 PM,1.2
64866.49,5:57:38 PM,1.06
64867.58,5:57:39 PM,1.09
64868.7,5:57:40 PM,1.12
64869.824,5:57:41 PM,1.124
64871,5:57:42 PM,1.176
64872.19,5:57:43 PM,1.19
64873.41,5:57:45 PM,1.22
64874.64,5:57:46 PM,1.23
64875.836,5:57:47 PM,1.196
64877.04,5:57:48 PM,1.204
64878.254,5:57:49 PM,1.214
64879.45,5:57:51 PM,1.196
64880.684,5:57:52 PM,1.234
64881.94,5:57:53 PM,1.256
64883.207,5:57:54 PM,1.267
64884.504,5:57:56 PM,1.297
64885.74,5:57:57 PM,1.236
64887.016,5:57:58 PM,1.276
64888.297,5:57:59 PM,1.281
64889.527,5:58:01 PM,1.23
64890.78,5:58:02 PM,1.253
64892.027,5:58:03 PM,1.247
64893.258,5:58:04 PM,1.231
64894.516,5:58:06 PM,1.258
64895.754,5:58:07 PM,1.238
64897,5:58:08 PM,1.246
64898.266,5:58:09 PM,1.266
64899.47,5:58:11 PM,1.204
64900.715,5:58:12 PM,1.245
64901.97,5:58:13 PM,1.255
64903.195,5:58:14 PM,1.225
64904.41,5:58:16 PM,1.215
64905.504,5:58:17 PM,1.094
64906.625,5:58:18 PM,1.121
64907.727,5:58:19 PM,1.102
64908.777,5:58:20 PM,1.05
64909.773,5:58:21 PM,0.996
64910.754,5:58:22 PM,0.981
64911.67,5:58:23 PM,0.933
64912.65,5:58:24 PM,0.98
64913.81,5:58:25 PM,1.16
64914.953,5:58:26 PM,1.143
64916.18,5:58:27 PM,1.227
64917.414,5:58:29 PM,1.234
64918.652,5:58:30 PM,1.238
64919.9,5:58:31 PM,1.248
64921.094,5:58:32 PM,1.194
64922.324,5:58:34 PM,1.23
64923.566,5:58:35 PM,1.242
64924.77,5:58:36 PM,1.204
64925.984,5:58:37 PM,1.214
64927.227,5:58:38 PM,1.243
64928.406,5:58:40 PM,1.179
64929.64,5:58:41 PM,1.234
64930.863,5:58:42 PM,1.223
64932.09,5:58:43 PM,1.227
64933.344,5:58:45 PM,1.254
64934.55,5:58:46 PM,1.206
64935.777,5:58:47 PM,1.227
64937.062,5:58:48 PM,1.285
64938.27,5:58:49 PM,1.208
64939.492,5:58:51 PM,1.222
64940.723,5:58:52 PM,1.231
64941.906,5:58:53 PM,1.183
64943.117,5:58:54 PM,1.211
64944.367,5:58:56 PM,1.25
64945.562,5:58:57 PM,1.195
64946.785,5:58:58 PM,1.223
64948.01,5:58:59 PM,1.225
64949.184,5:59:00 PM,1.174
64950.387,5:59:02 PM,1.203
64951.59,5:59:03 PM,1.203
64952.766,5:59:04 PM,1.176
64954.043,5:59:05 PM,1.277
64955.312,5:59:07 PM,1.269
64956.57,5:59:08 PM,1.258
64957.85,5:59:09 PM,1.28
64959.082,5:59:10 PM,1.232
64960.293,5:59:12 PM,1.211
64961.54,5:59:13 PM,1.247
64962.74,5:59:14 PM,1.2
64963.957,5:59:15 PM,1.217
64965.184,5:59:16 PM,1.227
64966.348,5:59:18 PM,1.164
64967.547,5:59:19 PM,1.199
64968.754,5:59:20 PM,1.207
64969.926,5:59:21 PM,1.172
64971.188,5:59:22 PM,1.262
64972.402,5:59:24 PM,1.214
64973.66,5:59:25 PM,1.258
64974.938,5:59:26 PM,1.278
64976.176,5:59:27 PM,1.238
64977.45,5:59:29 PM,1.274
64978.74,5:59:30 PM,1.29
64980.008,5:59:31 PM,1.268
64981.37,5:59:33 PM,1.362
64982.684,5:59:34 PM,1.314
64983.996,5:59:35 PM,1.312
64985.3,5:59:37 PM,1.304
64986.562,5:59:38 PM,1.262
64987.86,5:59:39 PM,1.298
64989.16,5:59:40 PM,1.3
64990.387,5:59:42 PM,1.227
64991.65,5:59:43 PM,1.263
64992.984,5:59:44 PM,1.334
64994.27,5:59:45 PM,1.286
64995.55,5:59:47 PM,1.28
64996.87,5:59:48 PM,1.32
64998.13,5:59:49 PM,1.26
64999.445,5:59:51 PM,1.315
65000.734,5:59:52 PM,1.289
65001.95,5:59:53 PM,1.216
65003.23,5:59:54 PM,1.28
65004.54,5:59:56 PM,1.31
65005.79,5:59:57 PM,1.25
65006.895,5:59:58 PM,1.105
65008.098,5:59:59 PM,1.203
65009.285,6:00:01 PM,1.187
65010.492,6:00:02 PM,1.207
65011.742,6:00:03 PM,1.25
65012.96,6:00:04 PM,1.218
65014.223,6:00:05 PM,1.263
65015.516,6:00:07 PM,1.293
65016.746,6:00:08 PM,1.23
65018.016,6:00:09 PM,1.27
65019.266,6:00:10 PM,1.25
65020.51,6:00:12 PM,1.244
65021.77,6:00:13 PM,1.26
65022.965,6:00:14 PM,1.195
65024.195,6:00:15 PM,1.23
65025.41,6:00:17 PM,1.215
65026.477,6:00:18 PM,1.067
65027.664,6:00:19 PM,1.187
65028.887,6:00:20 PM,1.223
65030.074,6:00:21 PM,1.187
65031.31,6:00:23 PM,1.236
65032.586,6:00:24 PM,1.276
65033.758,6:00:25 PM,1.172
65034.95,6:00:26 PM,1.192
65036.125,6:00:27 PM,1.175
65037.27,6:00:28 PM,1.145
65038.457,6:00:30 PM,1.187
65039.637,6:00:31 PM,1.18
65040.83,6:00:32 PM,1.193
65042.08,6:00:33 PM,1.25
65043.266,6:00:34 PM,1.186
65044.49,6:00:36 PM,1.224
65045.72,6:00:37 PM,1.23
65046.89,6:00:38 PM,1.17
65048.055,6:00:39 PM,1.165
65049.188,6:00:40 PM,1.133
65050.266,6:00:41 PM,1.078
65051.4,6:00:43 PM,1.134
65052.574,6:00:44 PM,1.174
65053.773,6:00:45 PM,1.199
65055.01,6:00:46 PM,1.237
65056.18,6:00:47 PM,1.17
65057.38,6:00:49 PM,1.2
65058.473,6:00:50 PM,1.093
65059.535,6:00:51 PM,1.062
65060.547,6:00:52 PM,1.012
65061.465,6:00:53 PM,0.918
65062.37,6:00:54 PM,0.905
65063.28,6:00:54 PM,0.91
65064.285,6:00:56 PM,1.005
65065.383,6:00:57 PM,1.098
65066.457,6:00:58 PM,1.074
65067.63,6:00:59 PM,1.173
65068.746,6:01:00 PM,1.116
65069.812,6:01:01 PM,1.066
65070.746,6:01:02 PM,0.934
65071.562,6:01:03 PM,0.816
65072.4,6:01:04 PM,0.838
65073.254,6:01:04 PM,0.854
65074.2,6:01:05 PM,0.946
65075.273,6:01:06 PM,1.073
65076.38,6:01:08 PM,1.107
65077.434,6:01:09 PM,1.054
65078.51,6:01:10 PM,1.076
65079.574,6:01:11 PM,1.064
65080.64,6:01:12 PM,1.066
65081.598,6:01:13 PM,0.958
65082.57,6:01:14 PM,0.972
65083.555,6:01:15 PM,0.985
65084.484,6:01:16 PM,0.929
65085.473,6:01:17 PM,0.989
65086.54,6:01:18 PM,1.067
65087.63,6:01:19 PM,1.09
65088.688,6:01:20 PM,1.058
65089.742,6:01:21 PM,1.054
65090.797,6:01:22 PM,1.055
65091.887,6:01:23 PM,1.09
65093.02,6:01:24 PM,1.133
65094.113,6:01:25 PM,1.093
65095.223,6:01:26 PM,1.11
65096.355,6:01:28 PM,1.132
65097.473,6:01:29 PM,1.118
65098.598,6:01:30 PM,1.125
65099.79,6:01:31 PM,1.192
65100.992,6:01:32 PM,1.202
65102.18,6:01:33 PM,1.188
65103.43,6:01:35 PM,1.25
65104.68,6:01:36 PM,1.25
65105.9,6:01:37 PM,1.22
65107.164,6:01:38 PM,1.264
65108.41,6:01:40 PM,1.246
65109.598,6:01:41 PM,1.188
65110.84,6:01:42 PM,1.242
65112.105,6:01:43 PM,1.265
65113.312,6:01:45 PM,1.207
65114.57,6:01:46 PM,1.258
65115.81,6:01:47 PM,1.24
65117.016,6:01:48 PM,1.206
65118.18,6:01:49 PM,1.164
65119.242,6:01:50 PM,1.062
65120.34,6:01:52 PM,1.098
65121.453,6:01:53 PM,1.113
65122.625,6:01:54 PM,1.172
65123.76,6:01:55 PM,1.135
65125.02,6:01:56 PM,1.26
65126.312,6:01:58 PM,1.292
65127.53,6:01:59 PM,1.218
65128.71,6:02:00 PM,1.18
65129.867,6:02:01 PM,1.157
65131.047,6:02:02 PM,1.18
65132.17,6:02:03 PM,1.123
65133.383,6:02:05 PM,1.213
65134.516,6:02:06 PM,1.133
65135.645,6:02:07 PM,1.129
65136.8,6:02:08 PM,1.155
65137.92,6:02:09 PM,1.12
65139.086,6:02:10 PM,1.166
65140.246,6:02:11 PM,1.16
65141.375,6:02:13 PM,1.129
65142.527,6:02:14 PM,1.152
65143.688,6:02:15 PM,1.161
65144.84,6:02:16 PM,1.152
65146.03,6:02:17 PM,1.19
65147.188,6:02:18 PM,1.158
65148.35,6:02:20 PM,1.162
65149.523,6:02:21 PM,1.173
65150.668,6:02:22 PM,1.145
65151.844,6:02:23 PM,1.176
65153.04,6:02:24 PM,1.196
65154.223,6:02:25 PM,1.183
65155.43,6:02:27 PM,1.207
65156.61,6:02:28 PM,1.18
65157.793,6:02:29 PM,1.183
65159.004,6:02:30 PM,1.211
65160.168,6:02:31 PM,1.164
65161.305,6:02:33 PM,1.137
65162.473,6:02:34 PM,1.168
65163.62,6:02:35 PM,1.147
65164.832,6:02:36 PM,1.212
65166.016,6:02:37 PM,1.184
65167.11,6:02:38 PM,1.094
65168.26,6:02:39 PM,1.15
65169.5,6:02:41 PM,1.24
65170.742,6:02:42 PM,1.242
65171.953,6:02:43 PM,1.211
65173.17,6:02:44 PM,1.217
65174.33,6:02:46 PM,1.16
65175.5,6:02:47 PM,1.17
65176.617,6:02:48 PM,1.117
65177.773,6:02:49 PM,1.156
65178.902,6:02:50 PM,1.129
65179.99,6:02:51 PM,1.088
65181.137,6:02:52 PM,1.147
65182.29,6:02:54 PM,1.153
65183.387,6:02:55 PM,1.097
65184.523,6:02:56 PM,1.136
65185.645,6:02:57 PM,1.122
65186.695,6:02:58 PM,1.05
65187.746,6:02:59 PM,1.051
65188.82,6:03:00 PM,1.074
65189.938,6:03:01 PM,1.118
65191.004,6:03:02 PM,1.066
65192.062,6:03:03 PM,1.058
65193.09,6:03:04 PM,1.028
65194.08,6:03:05 PM,0.99
65195.11,6:03:06 PM,1.03
65196.266,6:03:07 PM,1.156
65197.434,6:03:09 PM,1.168
65198.598,6:03:10 PM,1.164
65199.766,6:03:11 PM,1.168
65200.848,6:03:12 PM,1.082
65201.977,6:03:13 PM,1.129
65203.137,6:03:14 PM,1.16
65204.258,6:03:15 PM,1.121
65205.34,6:03:17 PM,1.082
65206.48,6:03:18 PM,1.14
65207.652,6:03:19 PM,1.172
65208.785,6:03:20 PM,1.133
65209.945,6:03:21 PM,1.16
65211.13,6:03:22 PM,1.185
65212.324,6:03:24 PM,1.194
65213.508,6:03:25 PM,1.184
65214.617,6:03:26 PM,1.109
65215.76,6:03:27 PM,1.143
65216.93,6:03:28 PM,1.17
65218.043,6:03:29 PM,1.113
65219.2,6:03:30 PM,1.157
65220.29,6:03:32 PM,1.09
65221.395,6:03:33 PM,1.105
65222.496,6:03:34 PM,1.101
65223.57,6:03:35 PM,1.074
65224.7,6:03:36 PM,1.13
65225.86,6:03:37 PM,1.16
65227.01,6:03:38 PM,1.15
65228.207,6:03:39 PM,1.197
65229.35,6:03:41 PM,1.143
65230.516,6:03:42 PM,1.166
65231.688,6:03:43 PM,1.172
65232.84,6:03:44 PM,1.152
65234,6:03:45 PM,1.16
65235.19,6:03:46 PM,1.19
65236.38,6:03:48 PM,1.19
65237.56,6:03:49 PM,1.18
65238.754,6:03:50 PM,1.194
65239.848,6:03:51 PM,1.094
65240.945,6:03:52 PM,1.097
65242.113,6:03:53 PM,1.168
65243.258,6:03:54 PM,1.145
65244.426,6:03:56 PM,1.168
65245.625,6:03:57 PM,1.199
65246.785,6:03:58 PM,1.16
65247.93,6:03:59 PM,1.145
65249.08,6:04:00 PM,1.15
65250.188,6:04:01 PM,1.108
65251.344,6:04:03 PM,1.156
65252.523,6:04:04 PM,1.179
65253.645,6:04:05 PM,1.122
65254.824,6:04:06 PM,1.179
65256,6:04:07 PM,1.176
65257.176,6:04:08 PM,1.176
65258.383,6:04:10 PM,1.207
65259.46,6:04:11 PM,1.077
65260.59,6:04:12 PM,1.13
65261.707,6:04:13 PM,1.117
65262.797,6:04:14 PM,1.09
65263.906,6:04:15 PM,1.109
65264.98,6:04:16 PM,1.074
65266.117,6:04:17 PM,1.137
65267.34,6:04:19 PM,1.223
65268.562,6:04:20 PM,1.222
65269.746,6:04:21 PM,1.184
65270.92,6:04:22 PM,1.174
65272.047,6:04:23 PM,1.127
65273.19,6:04:24 PM,1.143
65274.367,6:04:26 PM,1.177
65275.51,6:04:27 PM,1.143
65276.703,6:04:28 PM,1.193
65277.855,6:04:29 PM,1.152
65278.95,6:04:30 PM,1.095
65280.113,6:04:31 PM,1.163
65281.266,6:04:32 PM,1.153
65282.41,6:04:34 PM,1.144
65283.566,6:04:35 PM,1.156
65284.664,6:04:36 PM,1.098
65285.81,6:04:37 PM,1.146
65287.008,6:04:38 PM,1.198
65288.19,6:04:39 PM,1.182
65289.39,6:04:41 PM,1.2
65290.504,6:04:42 PM,1.114
65291.594,6:04:43 PM,1.09
65292.703,6:04:44 PM,1.109
65293.855,6:04:45 PM,1.152
65294.96,6:04:46 PM,1.105
65296.117,6:04:47 PM,1.157
65297.297,6:04:49 PM,1.18
65298.46,6:04:50 PM,1.163
65299.656,6:04:51 PM,1.196
65300.82,6:04:52 PM,1.164
65301.984,6:04:53 PM,1.164
65303.176,6:04:54 PM,1.192
65304.344,6:04:56 PM,1.168
65305.55,6:04:57 PM,1.206
65306.76,6:04:58 PM,1.21
65307.977,6:04:59 PM,1.217
65309.24,6:05:00 PM,1.263
65310.44,6:05:02 PM,1.2
65311.598,6:05:03 PM,1.158
65312.816,6:05:04 PM,1.218
65314.08,6:05:05 PM,1.264
65315.31,6:05:07 PM,1.23
65316.605,6:05:08 PM,1.295
65317.867,6:05:09 PM,1.262
65319.047,6:05:10 PM,1.18
65320.273,6:05:11 PM,1.226
65321.508,6:05:13 PM,1.235
65322.65,6:05:14 PM,1.142
65323.66,6:05:15 PM,1.01
65324.695,6:05:16 PM,1.035
65325.76,6:05:17 PM,1.065
65326.97,6:05:18 PM,1.21
65328.2,6:05:19 PM,1.23
65329.453,6:05:21 PM,1.253
65330.68,6:05:22 PM,1.227
65331.812,6:05:23 PM,1.132
65332.883,6:05:24 PM,1.071
65333.965,6:05:25 PM,1.082
65335.04,6:05:26 PM,1.075
65336.12,6:05:27 PM,1.08
65337.24,6:05:28 PM,1.12
65338.355,6:05:30 PM,1.115
65339.48,6:05:31 PM,1.125
65340.617,6:05:32 PM,1.137
65341.742,6:05:33 PM,1.125
65342.945,6:05:34 PM,1.203
65344.164,6:05:35 PM,1.219
65345.375,6:05:37 PM,1.211
65346.633,6:05:38 PM,1.258
65347.77,6:05:39 PM,1.137
65348.84,6:05:40 PM,1.07
65349.93,6:05:41 PM,1.09
65350.973,6:05:42 PM,1.043
65352.027,6:05:43 PM,1.054
65353.11,6:05:44 PM,1.083
65354.19,6:05:45 PM,1.08
65355.266,6:05:46 PM,1.076
65356.336,6:05:48 PM,1.07
65357.414,6:05:49 PM,1.078
65358.504,6:05:50 PM,1.09
65359.61,6:05:51 PM,1.106
65360.72,6:05:52 PM,1.11
65361.81,6:05:53 PM,1.09
65362.953,6:05:54 PM,1.143
65364.105,6:05:55 PM,1.152
65365.22,6:05:56 PM,1.115
65366.4,6:05:58 PM,1.18
65367.586,6:05:59 PM,1.186
65368.758,6:06:00 PM,1.172
65370.023,6:06:01 PM,1.265
65371.273,6:06:02 PM,1.25
65372.52,6:06:04 PM,1.247
65373.824,6:06:05 PM,1.304
65375.086,6:06:06 PM,1.262
65376.332,6:06:08 PM,1.246
65377.54,6:06:09 PM,1.208
65378.633,6:06:10 PM,1.093
65379.72,6:06:11 PM,1.087
65380.793,6:06:12 PM,1.073
65381.887,6:06:13 PM,1.094
65382.98,6:06:14 PM,1.093
65384.137,6:06:15 PM,1.157
65385.215,6:06:16 PM,1.078
65386.258,6:06:17 PM,1.043
65387.297,6:06:19 PM,1.039
65388.22,6:06:19 PM,0.923
65389.08,6:06:20 PM,0.86
65389.895,6:06:21 PM,0.815
65390.68,6:06:22 PM,0.785
65391.47,6:06:23 PM,0.79
65392.254,6:06:23 PM,0.784
65393.023,6:06:24 PM,0.769
65393.797,6:06:25 PM,0.774
65394.56,6:06:26 PM,0.763
65395.316,6:06:27 PM,0.756
65396.062,6:06:27 PM,0.746
65396.793,6:06:28 PM,0.731
65397.508,6:06:29 PM,0.715
65398.21,6:06:29 PM,0.702
65398.9,6:06:30 PM,0.69
65399.58,6:06:31 PM,0.68
65400.266,6:06:31 PM,0.686
65400.945,6:06:32 PM,0.679
65401.633,6:06:33 PM,0.688
65402.316,6:06:34 PM,0.683
65403.01,6:06:34 PM,0.694
65403.727,6:06:35 PM,0.717
65404.457,6:06:36 PM,0.73
65405.207,6:06:36 PM,0.75
65405.992,6:06:37 PM,0.785
65406.797,6:06:38 PM,0.805
65407.61,6:06:39 PM,0.813
65408.45,6:06:40 PM,0.84
65409.305,6:06:41 PM,0.855
65410.156,6:06:41 PM,0.851
65411.04,6:06:42 PM,0.884
65411.926,6:06:43 PM,0.886
65412.785,6:06:44 PM,0.859
65413.71,6:06:45 PM,0.925
65414.65,6:06:46 PM,0.94
65415.58,6:06:47 PM,0.93
65416.52,6:06:48 PM,0.94
65417.465,6:06:49 PM,0.945
65418.4,6:06:50 PM,0.935
65419.37,6:06:51 PM,0.97
65420.406,6:06:52 PM,1.036
65421.426,6:06:53 PM,1.02
65422.465,6:06:54 PM,1.039
65423.51,6:06:55 PM,1.045
65424.496,6:06:56 PM,0.986
65425.51,6:06:57 PM,1.014
65426.574,6:06:58 PM,1.064
65427.64,6:06:59 PM,1.066
65428.76,6:07:00 PM,1.12
65429.734,6:07:01 PM,0.974
65430.742,6:07:02 PM,1.008
65431.785,6:07:03 PM,1.043
65432.777,6:07:04 PM,0.992
65433.71,6:07:05 PM,0.933
65434.56,6:07:06 PM,0.85
65435.39,6:07:07 PM,0.83
65436.2,6:07:07 PM,0.81
65436.99,6:07:08 PM,0.79
65437.766,6:07:09 PM,0.776
65438.55,6:07:10 PM,0.784
65439.344,6:07:11 PM,0.794
65440.13,6:07:11 PM,0.786
65440.926,6:07:12 PM,0.796
65441.742,6:07:13 PM,0.816
65442.566,6:07:14 PM,0.824
65443.42,6:07:15 PM,0.854
65444.375,6:07:16 PM,0.955
65445.383,6:07:17 PM,1.008
65446.41,6:07:18 PM,1.027
65447.52,6:07:19 PM,1.11
65448.68,6:07:20 PM,1.16
65449.824,6:07:21 PM,1.144
65450.992,6:07:22 PM,1.168
65452.12,6:07:23 PM,1.128
65453.273,6:07:24 PM,1.153
65454.414,6:07:26 PM,1.141
65455.46,6:07:27 PM,1.046
65456.555,6:07:28 PM,1.095
65457.625,6:07:29 PM,1.07
65458.71,6:07:30 PM,1.085
65459.832,6:07:31 PM,1.122
65460.96,6:07:32 PM,1.128
65462.133,6:07:33 PM,1.173
65463.246,6:07:34 PM,1.113
65464.44,6:07:36 PM,1.194
65465.59,6:07:37 PM,1.15
65466.766,6:07:38 PM,1.176
65467.992,6:07:39 PM,1.226
65469.145,6:07:40 PM,1.153
65470.28,6:07:41 PM,1.135
65471.44,6:07:43 PM,1.16
65472.52,6:07:44 PM,1.08
65473.707,6:07:45 PM,1.187
65474.895,6:07:46 PM,1.188
65476.11,6:07:47 PM,1.215
65477.35,6:07:49 PM,1.24
65478.516,6:07:50 PM,1.166
65479.67,6:07:51 PM,1.154
65480.79,6:07:52 PM,1.12
65481.895,6:07:53 PM,1.105
65483.06,6:07:54 PM,1.165
65484.207,6:07:55 PM,1.147
65485.4,6:07:57 PM,1.193
65486.59,6:07:58 PM,1.19
65487.816,6:07:59 PM,1.226
65488.973,6:08:00 PM,1.157
65490.168,6:08:01 PM,1.195
65491.273,6:08:02 PM,1.105
65492.293,6:08:04 PM,1.02
65493.29,6:08:05 PM,0.997
65494.246,6:08:05 PM,0.956
65495.117,6:08:06 PM,0.871
65495.984,6:08:07 PM,0.867
65496.895,6:08:08 PM,0.911
65497.82,6:08:09 PM,0.925
65498.805,6:08:10 PM,0.985
65499.9,6:08:11 PM,1.095
65501.055,6:08:12 PM,1.155
65502.14,6:08:13 PM,1.085
65503.164,6:08:14 PM,1.024
65504.242,6:08:15 PM,1.078
65505.44,6:08:17 PM,1.198
65506.652,6:08:18 PM,1.212
65507.883,6:08:19 PM,1.231
65509.062,6:08:20 PM,1.179
65510.22,6:08:21 PM,1.158
65511.336,6:08:23 PM,1.116
65512.41,6:08:24 PM,1.074
65513.4,6:08:25 PM,0.99
65514.266,6:08:25 PM,0.866
65515.11,6:08:26 PM,0.844
65515.957,6:08:27 PM,0.847
65516.816,6:08:28 PM,0.859
65517.703,6:08:29 PM,0.887
65518.59,6:08:30 PM,0.887
65519.445,6:08:31 PM,0.855
65520.29,6:08:32 PM,0.845
65521.105,6:08:32 PM,0.815
65521.906,6:08:33 PM,0.801
65522.695,6:08:34 PM,0.789
65523.48,6:08:35 PM,0.785
65524.305,6:08:36 PM,0.825
65525.16,6:08:36 PM,0.855
65526.047,6:08:37 PM,0.887
65526.91,6:08:38 PM,0.863
65527.76,6:08:39 PM,0.85
65528.633,6:08:40 PM,0.873
65529.574,6:08:41 PM,0.941
65530.625,6:08:42 PM,1.051
65531.707,6:08:43 PM,1.082
65532.836,6:08:44 PM,1.129
65533.863,6:08:45 PM,1.027
65534.83,6:08:46 PM,0.967
65535.824,6:08:47 PM,0.994
65536.87,6:08:48 PM,1.046
65538.008,6:08:49 PM,1.138
65539.047,6:08:50 PM,1.039
65540.04,6:08:51 PM,0.993
65541.027,6:08:52 PM,0.987
65542.06,6:08:53 PM,1.033
65543.152,6:08:54 PM,1.092
65544.36,6:08:56 PM,1.208
65545.6,6:08:57 PM,1.24
65546.848,6:08:58 PM,1.248
65548.105,6:08:59 PM,1.257
65549.2,6:09:00 PM,1.095
65550.316,6:09:02 PM,1.116
65551.41,6:09:03 PM,1.094
65552.453,6:09:04 PM,1.043
65553.52,6:09:05 PM,1.067
65554.6,6:09:06 PM,1.08
65555.66,6:09:07 PM,1.06
65556.766,6:09:08 PM,1.106
65557.91,6:09:09 PM,1.144
65559.062,6:09:10 PM,1.152
65560.223,6:09:11 PM,1.161
65561.375,6:09:13 PM,1.152
65562.53,6:09:14 PM,1.155
65563.723,6:09:15 PM,1.193
65564.92,6:09:16 PM,1.197
65566.113,6:09:17 PM,1.193
65567.37,6:09:19 PM,1.257
65568.55,6:09:20 PM,1.18
65569.754,6:09:21 PM,1.204
65570.91,6:09:22 PM,1.156
65572.023,6:09:23 PM,1.113
65573.2,6:09:24 PM,1.177
65574.35,6:09:26 PM,1.15
65575.527,6:09:27 PM,1.177
65576.746,6:09:28 PM,1.219
65577.938,6:09:29 PM,1.192
65579.145,6:09:30 PM,1.207
65580.28,6:09:31 PM,1.135
65581.38,6:09:33 PM,1.1
65582.508,6:09:34 PM,1.128
65583.617,6:09:35 PM,1.109
65584.773,6:09:36 PM,1.156
65585.945,6:09:37 PM,1.172
65587.074,6:09:38 PM,1.129
65588.223,6:09:39 PM,1.149
65589.406,6:09:41 PM,1.183
65590.594,6:09:42 PM,1.188
65591.76,6:09:43 PM,1.166
65592.883,6:09:44 PM,1.123
65594.023,6:09:45 PM,1.14
65595.168,6:09:46 PM,1.145
65596.273,6:09:47 PM,1.105
65597.42,6:09:49 PM,1.147
65598.53,6:09:50 PM,1.11
65599.68,6:09:51 PM,1.15
65600.836,6:09:52 PM,1.156
65601.926,6:09:53 PM,1.09
65603.04,6:09:54 PM,1.114
65604.12,6:09:55 PM,1.08
65605.18,6:09:56 PM,1.06
65606.234,6:09:57 PM,1.054
65607.273,6:09:58 PM,1.039
65608.336,6:10:00 PM,1.063
65609.402,6:10:01 PM,1.066
65610.49,6:10:02 PM,1.088
65611.637,6:10:03 PM,1.147
65612.836,6:10:04 PM,1.199
65614.03,6:10:05 PM,1.194
65615.152,6:10:06 PM,1.122
65616.246,6:10:07 PM,1.094
65617.363,6:10:09 PM,1.117
65618.535,6:10:10 PM,1.172
65619.688,6:10:11 PM,1.153
65620.844,6:10:12 PM,1.156
65622.016,6:10:13 PM,1.172
65623.188,6:10:14 PM,1.172
65624.395,6:10:16 PM,1.207
65625.625,6:10:17 PM,1.23
65626.83,6:10:18 PM,1.205
65628.08,6:10:19 PM,1.25
65629.33,6:10:21 PM,1.25
65630.57,6:10:22 PM,1.24
65631.863,6:10:23 PM,1.293
65633.156,6:10:24 PM,1.293
65634.434,6:10:26 PM,1.278
65635.734,6:10:27 PM,1.3
65637.008,6:10:28 PM,1.274
65638.28,6:10:29 PM,1.272
65639.555,6:10:31 PM,1.275
65640.797,6:10:32 PM,1.242
65642.04,6:10:33 PM,1.243
65643.305,6:10:35 PM,1.265
65644.574,6:10:36 PM,1.269
65645.812,6:10:37 PM,1.238
65647.06,6:10:38 PM,1.248
65648.27,6:10:39 PM,1.21
65649.457,6:10:41 PM,1.187
65650.633,6:10:42 PM,1.176
65651.74,6:10:43 PM,1.107
65652.85,6:10:44 PM,1.11
65654.035,6:10:45 PM,1.185
65655.207,6:10:46 PM,1.172
65656.4,6:10:48 PM,1.193
65657.594,6:10:49 PM,1.194
65658.74,6:10:50 PM,1.146
65659.98,6:10:51 PM,1.24
65661.2,6:10:52 PM,1.22
65662.43,6:10:54 PM,1.23
65663.656,6:10:55 PM,1.226
65664.81,6:10:56 PM,1.154
65666.023,6:10:57 PM,1.213
65667.24,6:10:58 PM,1.217
65668.355,6:11:00 PM,1.115
65669.426,6:11:01 PM,1.071
65670.43,6:11:02 PM,1.004
65671.414,6:11:03 PM,0.984
65672.316,6:11:04 PM,0.902
65673.2,6:11:04 PM,0.884
65674.047,6:11:05 PM,0.847
65674.926,6:11:06 PM,0.879
65675.824,6:11:07 PM,0.898
65676.7,6:11:08 PM,0.876
65677.594,6:11:09 PM,0.894
65678.51,6:11:10 PM,0.916
65679.434,6:11:11 PM,0.924
65680.3,6:11:12 PM,0.866
65681.184,6:11:12 PM,0.884
65682.1,6:11:13 PM,0.916
65682.973,6:11:14 PM,0.873
65683.855,6:11:15 PM,0.882
65684.746,6:11:16 PM,0.891
65685.656,6:11:17 PM,0.91
65686.61,6:11:18 PM,0.954
65687.637,6:11:19 PM,1.027
65688.766,6:11:20 PM,1.129
65689.96,6:11:21 PM,1.194
65691.133,6:11:22 PM,1.173
65692.35,6:11:24 PM,1.217
65693.57,6:11:25 PM,1.22
65694.74,6:11:26 PM,1.17
65695.906,6:11:27 PM,1.166
65697.016,6:11:28 PM,1.11
65698.215,6:11:29 PM,1.199
65699.44,6:11:31 PM,1.225
65700.65,6:11:32 PM,1.21
65701.906,6:11:33 PM,1.256
65703.13,6:11:34 PM,1.224
65704.37,6:11:36 PM,1.24
65705.656,6:11:37 PM,1.286
65706.848,6:11:38 PM,1.192
65708.11,6:11:39 PM,1.262
65709.34,6:11:41 PM,1.23
65710.617,6:11:42 PM,1.277
65711.934,6:11:43 PM,1.317
65713.15,6:11:44 PM,1.216
65714.4,6:11:46 PM,1.25
65715.617,6:11:47 PM,1.217
65716.785,6:11:48 PM,1.168
65717.9,6:11:49 PM,1.115
65718.97,6:11:50 PM,1.07
65720.11,6:11:51 PM,1.14
65721.215,6:11:52 PM,1.105
65722.402,6:11:54 PM,1.187
65723.566,6:11:55 PM,1.164
65724.715,6:11:56 PM,1.149
